chart,file,role,rows,atr_tick_align_ratio,avg_ms,p95_ms,gap_ratio_over_250ms,min_t,max_t,tick_align_ratio,lvl_min,lvl_max,l1_rows,ladder_monotonic_ok_ratio,l1_match_exact_ratio,l1_match_tol_ratio,pvwap_tick_align_ratio,spread_non_negative_ratio,spread_p95_ticks,spread_max_ticks,trade_below_bid_minus1tick_ratio,trade_above_ask_plus1tick_ratio,vah_tick_align_ratio,val_tick_align_ratio,vpoc_tick_align_ratio
CHART_3,chart_3_depth_ESZ25_FUT_CME_20251003.jsonl,depth,41688,,0.0003273202676874638,0.0,0.0,45933.314931,45933.328576,1.0,1.0,19.0,2240.0,0.06666666666666665,0.044642857142857144,0.12455357142857143,,,,,,,,,
CHART_3,chart_3_quote_ESZ25_FUT_CME_20251003.jsonl,quote,27760,,0.0004937137504078525,0.0030000010156072676,0.0,45933.481884,45933.495589,1.0,,,,,,,,0.999963976945245,2.0,4.0,,,,,
CHART_3,chart_3_atr_ESZ25_FUT_CME_20251003.jsonl,study,77,0.2857142857142857,0.1736052631474051,0.6950000024517067,0.0,45933.315278,45933.328472,,,,,,,,,,,,,,,,
CHART_3,chart_3_basedata_ESZ25_FUT_CME_20251003.jsonl,study,592,,0.023500846026488147,0.0,0.0,45933.314583,45933.328472,,,,,,,,,,,,,,,,
CHART_3,chart_3_correlation_ESZ25_FUT_CME_20251003.jsonl,study,763,,0.01822703412290616,0.0,0.0,45933.314583,45933.328472,,,,,,,,,,,,,,,,
CHART_3,chart_3_cumulative_delta_ESZ25_FUT_CME_20251003.jsonl,study,324,,0.043000000005122274,0.6939999948372133,0.0,45933.314583,45933.328472,,,,,,,,,,,,,,,,
CHART_3,chart_3_cumulative_delta_heartbeat_ESZ25_FUT_CME_20251003.jsonl,study,188,,0.07266310161293389,0.18910000071627994,0.0,45933.315012,45933.3286,,,,,,,,,,,,,,,,
CHART_3,chart_3_depth_negative_spread_ESZ25_FUT_CME_20251003.jsonl,study,228,,0.04757268723928152,0.0,0.0,45933.31522,45933.326019,,,,,,,,,,,,,,,,
CHART_3,chart_3_nbcv_ESZ25_FUT_CME_20251003.jsonl,study,326,,0.04273538462047537,0.6939999948372133,0.0,45933.314583,45933.328472,,,,,,,,,,,,,,,,
CHART_3,chart_3_pvwap_ESZ25_FUT_CME_20251003.jsonl,study,20,,0.6944210525896204,0.6950000024517067,0.0,45933.315278,45933.328472,,,,,,,,0.0,,,,,,,,
CHART_3,chart_3_trade_summary_ESZ25_FUT_CME_20251003.jsonl,study,17,,0.7898750000094878,1.3892499991925433,0.0,45933.482626,45933.495264,,,,,,,,,,,,,,,,
CHART_3,chart_3_vix_ESZ25_FUT_CME_20251003.jsonl,study,20,,0.6944210525896204,0.6950000024517067,0.0,45933.315278,45933.328472,,,,,,,,,,,,,,,,
CHART_3,chart_3_vva_ESZ25_FUT_CME_20251003.jsonl,study,20,,0.6944210525896204,0.6950000024517067,0.0,45933.315278,45933.328472,,,,,,,,,,,,,,0.0,0.0,0.0
CHART_3,chart_3_vwap_ESZ25_FUT_CME_20251003.jsonl,study,420,,0.033147971364330536,0.0,0.0,45933.314583,45933.328472,,,,,,,,,,,,,,,,
CHART_3,chart_3_trade_ESZ25_FUT_CME_20251003.jsonl,trade,4473,,0.003059033988457992,0.019999999494757503,0.0,45933.481925,45933.495605,1.0,,,,,,,,,,,0.018779342723004695,0.000447127207690588,,,
